<TICKER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
USDJPY,20010103,144600,114.41,114.42,114.40,114.42,4
USDJPY,20010103,144700,114.43,114.44,114.42,114.42,4
USDJPY,20010103,144800,114.43,114.43,114.41,114.42,4
USDJPY,20010103,144900,114.42,114.44,114.42,114.44,4
USDJPY,20010103,145000,114.44,114.45,114.44,114.44,4
USDJPY,20010103,145100,114.44,114.44,114.44,114.44,4
USDJPY,20010103,145200,114.44,114.44,114.44,114.44,4
USDJPY,20010103,145300,114.44,114.44,114.41,114.41,4
USDJPY,20010103,145400,114.40,114.40,114.38,114.38,4
USDJPY,20010103,145500,114.38,114.38,114.34,114.35,4
USDJPY,20010103,145600,114.35,114.36,114.34,114.36,4
USDJPY,20010103,145700,114.37,114.38,114.36,114.37,4
USDJPY,20010103,145800,114.36,114.37,114.36,114.36,4
USDJPY,20010103,145900,114.35,114.35,114.34,114.35,4
USDJPY,20010103,150000,114.39,114.39,114.34,114.36,4
USDJPY,20010103,150100,114.36,114.36,114.36,114.36,4
USDJPY,20010103,150200,114.36,114.36,114.35,114.36,4
USDJPY,20010103,150300,114.36,114.36,114.36,114.36,4
USDJPY,20010103,150400,114.37,114.37,114.34,114.34,4
USDJPY,20010103,150500,114.34,114.34,114.34,114.34,4
USDJPY,20010103,150600,114.34,114.36,114.34,114.36,4
USDJPY,20010103,150700,114.36,114.36,114.34,114.34,4
USDJPY,20010103,150800,114.35,114.35,114.33,114.33,4
USDJPY,20010103,150900,114.33,114.34,114.33,114.34,4
USDJPY,20010103,151000,114.34,114.38,114.34,114.38,4
USDJPY,20010103,151100,114.40,114.41,114.39,114.40,4
USDJPY,20010103,151200,114.40,114.42,114.40,114.42,4
USDJPY,20010103,151300,114.42,114.44,114.42,114.44,4
USDJPY,20010103,151400,114.45,114.45,114.43,114.44,4
USDJPY,20010103,151500,114.44,114.44,114.44,114.44,4
USDJPY,20010103,151600,114.45,114.45,114.44,114.45,4
USDJPY,20010103,151700,114.44,114.44,114.42,114.44,4
USDJPY,20010103,151800,114.44,114.44,114.44,114.44,4
USDJPY,20010103,151900,114.44,114.45,114.44,114.44,4
USDJPY,20010103,152000,114.45,114.45,114.44,114.44,4
USDJPY,20010103,152100,114.44,114.44,114.40,114.40,4
USDJPY,20010103,152200,114.40,114.41,114.39,114.39,4
USDJPY,20010103,152300,114.39,114.41,114.39,114.41,4
USDJPY,20010103,152400,114.40,114.40,114.39,114.39,4
USDJPY,20010103,152500,114.40,114.40,114.40,114.40,4
USDJPY,20010103,152600,114.40,114.40,114.40,114.40,4
USDJPY,20010103,152700,114.39,114.40,114.39,114.40,4
USDJPY,20010103,152800,114.40,114.42,114.40,114.42,4
USDJPY,20010103,152900,114.42,114.42,114.40,114.40,4
USDJPY,20010103,153000,114.39,114.40,114.39,114.40,4
USDJPY,20010103,153100,114.39,114.42,114.39,114.40,4
USDJPY,20010103,153200,114.40,114.40,114.40,114.40,4
USDJPY,20010103,153300,114.42,114.42,114.40,114.40,4
USDJPY,20010103,153400,114.41,114.44,114.39,114.44,4
USDJPY,20010103,153500,114.44,114.44,114.43,114.43,4
USDJPY,20010103,153600,114.40,114.42,114.40,114.42,4
USDJPY,20010103,153700,114.42,114.45,114.42,114.44,4
USDJPY,20010103,153800,114.45,114.45,114.43,114.45,4
USDJPY,20010103,153900,114.46,114.49,114.45,114.45,4
USDJPY,20010103,154000,114.45,114.45,114.44,114.44,4
USDJPY,20010103,154100,114.43,114.43,114.42,114.42,4
USDJPY,20010103,154200,114.42,114.42,114.42,114.42,4
USDJPY,20010103,154300,114.40,114.40,114.40,114.40,4
USDJPY,20010103,154400,114.39,114.40,114.39,114.40,4
USDJPY,20010103,154500,114.40,114.42,114.40,114.42,4
USDJPY,20010103,154600,114.42,114.42,114.40,114.40,4
USDJPY,20010103,154700,114.40,114.40,114.38,114.38,4
USDJPY,20010103,154800,114.37,114.37,114.36,114.36,4
USDJPY,20010103,154900,114.36,114.38,114.34,114.38,4
USDJPY,20010103,155000,114.37,114.38,114.36,114.38,4
USDJPY,20010103,155100,114.38,114.39,114.37,114.39,4
USDJPY,20010103,155200,114.39,114.43,114.39,114.40,4
USDJPY,20010103,155300,114.39,114.39,114.38,114.38,4
USDJPY,20010103,155400,114.37,114.38,114.36,114.36,4
USDJPY,20010103,155500,114.36,114.37,114.36,114.37,4
USDJPY,20010103,155600,114.37,114.37,114.36,114.37,4
USDJPY,20010103,155700,114.37,114.39,114.37,114.39,4
USDJPY,20010103,155800,114.39,114.39,114.36,114.36,4
USDJPY,20010103,155900,114.36,114.36,114.35,114.35,4
USDJPY,20010103,160000,114.34,114.34,114.33,114.34,4
USDJPY,20010103,160100,114.33,114.37,114.33,114.37,4
USDJPY,20010103,160200,114.36,114.37,114.36,114.37,4
USDJPY,20010103,160300,114.36,114.37,114.36,114.36,4
USDJPY,20010103,160400,114.37,114.38,114.36,114.37,4
USDJPY,20010103,160500,114.36,114.36,114.35,114.35,4
USDJPY,20010103,160600,114.34,114.35,114.33,114.35,4
USDJPY,20010103,160700,114.35,114.36,114.34,114.36,4
USDJPY,20010103,160800,114.36,114.36,114.36,114.36,4
USDJPY,20010103,160900,114.36,114.36,114.34,114.34,4
USDJPY,20010103,161000,114.34,114.36,114.34,114.34,4
USDJPY,20010103,161100,114.35,114.36,114.33,114.36,4
USDJPY,20010103,161200,114.36,114.36,114.36,114.36,4
USDJPY,20010103,161300,114.36,114.36,114.34,114.34,4
USDJPY,20010103,161400,114.35,114.35,114.35,114.35,4
USDJPY,20010103,161500,114.35,114.35,114.34,114.34,4
USDJPY,20010103,161600,114.31,114.33,114.31,114.33,4
USDJPY,20010103,161700,114.33,114.33,114.32,114.33,4
USDJPY,20010103,161800,114.33,114.36,114.33,114.36,4
USDJPY,20010103,161900,114.36,114.36,114.36,114.36,4
USDJPY,20010103,162000,114.36,114.37,114.35,114.36,4
USDJPY,20010103,162100,114.35,114.36,114.35,114.35,4
USDJPY,20010103,162200,114.34,114.34,114.33,114.33,4
USDJPY,20010103,162300,114.33,114.33,114.31,114.32,4
USDJPY,20010103,162400,114.31,114.31,114.29,114.29,4
USDJPY,20010103,162500,114.29,114.29,114.29,114.29,4
USDJPY,20010103,162600,114.28,114.29,114.27,114.27,4
USDJPY,20010103,162700,114.27,114.28,114.27,114.28,4
USDJPY,20010103,162800,114.28,114.28,114.26,114.27,4

